date,Ice Harbor Daily Streamflows (unit:cfs),Lower Monumental (unit:cfs),Little Goose (unit:cfs),Lower Granite (unit:cfs)
1929-02-23,17790,17790,15836,15835
1929-02-24,17216,17216,14727,14744
1929-02-25,16994,16994,14739,14776
1929-02-26,19665,19665,17510,17538
1929-02-27,20699,20699,18673,18719
1929-02-28,19413,19413,17367,17549
1929-03-01,34098,34098,32146,32655
1929-03-02,31942,31942,28203,28371
1929-03-03,25181,25181,22422,22821
1929-03-04,20742,20742,18017,18841
1929-03-05,21262,21262,18687,19704
1929-03-06,26747,26747,24381,24920
1929-03-07,28030,28030,25835,25709
1929-03-08,20964,20964,18769,19304
1929-03-09,27667,27667,25431,26278
1929-03-10,27485,27485,25258,26786
1929-03-11,31103,31103,28869,29392
1929-03-12,37018,37018,34783,34260
1929-03-13,36479,36479,34364,33503
1929-03-14,36882,36882,34771,33922
1929-03-15,37447,37447,35426,34884
1929-03-16,36106,36106,34033,33840
1929-03-17,38000,38000,35966,35853
1929-03-18,36629,36629,34546,34478
1929-03-19,39978,39978,37781,37777
1929-03-20,38512,38512,36376,36658
1929-03-21,41517,41517,39316,40666
1929-03-22,44647,44647,42421,42275
1929-03-23,46176,46176,44079,43749
1929-03-24,39279,39279,37289,37481
1929-03-25,41890,41890,39925,40030
1929-03-26,45509,45509,43567,42858
1929-03-27,45461,45461,43472,43021
1929-03-28,45294,45294,42689,43043
1929-03-29,48567,48567,45963,46904
1929-03-30,52351,52351,49955,49512
1929-03-31,46787,46787,44721,44369
1929-04-01,39939,39949,38623,38629
1929-04-02,41397,41407,40096,40058
1929-04-03,40553,40563,39172,39124
1929-04-04,42905,42915,41556,41703
1929-04-05,39861,39871,38562,38848
1929-04-06,34657,34667,33415,33635
1929-04-07,30344,30354,29152,29498
1929-04-08,29569,29579,28414,28472
1929-04-09,26694,26704,25548,25441
1929-04-10,26919,26929,25792,25746
1929-04-11,27486,27496,26401,26536
1929-04-12,28868,28878,27775,27784
1929-04-13,30470,30480,29347,29294
1929-04-14,33647,33657,32442,32812
1929-04-15,37149,37159,35487,36880
1929-04-16,40371,40381,38874,39397
1929-04-17,42985,42995,41557,41462
1929-04-18,43711,43721,42170,42493
1929-04-19,47084,47094,45549,45893
1929-04-20,51312,51322,49693,49826
1929-04-21,54502,54512,52908,53607
1929-04-22,57985,57995,56365,56748
1929-04-23,63376,63386,61797,61972
1929-04-24,59354,59364,57726,57475
1929-04-25,53429,53439,51821,51807
1929-04-26,53265,53275,51724,52278
1929-04-27,58144,58154,56590,57219
1929-04-28,62030,62040,60322,61298
1929-04-29,69664,69674,67829,68737
1929-04-30,70590,70600,68742,67971
1929-05-01,59155,59165,58373,57076
1929-05-02,56529,56539,55787,55402
1929-05-03,60368,60378,59602,59613
1929-05-04,64389,64399,63678,63342
1929-05-05,57306,57316,56611,56121
1929-05-06,57925,57935,57214,56706
1929-05-07,59937,59947,59286,58969
1929-05-08,56055,56065,55425,55537
1929-05-09,54453,54463,53780,54202
1929-05-10,55020,55030,54286,54423
1929-05-11,58012,58022,57301,57531
1929-05-12,64467,64477,63666,65220
1929-05-13,75395,75405,74402,76444
1929-05-14,84064,84074,83188,84291
1929-05-15,82968,82978,82149,81866
1929-05-16,84164,84174,83369,83836
1929-05-17,87404,87414,86598,87482
1929-05-18,92502,92512,91718,92154
1929-05-19,93227,93237,92477,92844
1929-05-20,98341,98351,97595,98699
1929-05-21,107638,107648,106745,108805
1929-05-22,121472,121482,120540,123069
1929-05-23,135715,135725,134744,136905
1929-05-24,149581,149591,148632,150022
1929-05-25,148885,148895,147945,146313
1929-05-26,128907,128917,128163,124810
1929-05-27,108555,108565,107908,105397
1929-05-28,96150,96160,95536,93626
1929-05-29,88655,88665,88084,86796
1929-05-30,84883,84893,84393,83890
1929-05-31,84667,84677,84183,84583
1929-06-01,98154,98174,97846,98883
1929-06-02,100003,100023,99634,99448
1929-06-03,96092,96112,95728,95042
1929-06-04,88602,88622,88246,87578
1929-06-05,86848,86868,86561,86452
1929-06-06,91062,91082,90792,92042
1929-06-07,98601,98621,98308,100081
1929-06-08,108239,108259,107960,109161
1929-06-09,114137,114157,113746,114285
1929-06-10,114260,114280,113869,113979
1929-06-11,109031,109051,108633,108760
1929-06-12,106883,106903,106530,106146
1929-06-13,103280,103300,102962,102708
1929-06-14,104318,104338,103986,104112
1929-06-15,100620,100640,100284,100619
1929-06-16,107002,107022,106486,108367
1929-06-17,103668,103688,103208,102346
1929-06-18,94412,94432,94001,92777
1929-06-19,89187,89207,88780,87659
1929-06-20,80636,80656,80240,78889
1929-06-21,72292,72312,71923,71048
1929-06-22,73602,73622,73243,72776
1929-06-23,71636,71656,71391,70926
1929-06-24,70918,70938,70706,70248
1929-06-25,69614,69634,69450,69096
1929-06-26,67671,67691,67535,67219
1929-06-27,67561,67581,67432,66901
1929-06-28,63923,63943,63877,63187
1929-06-29,60574,60594,60536,59999
1929-06-30,58970,58990,58934,58281
1929-07-01,54126,54156,54154,53227
1929-07-02,50917,50947,50957,50222
1929-07-03,46849,46879,46889,46255
1929-07-04,44181,44211,44222,43658
1929-07-05,41470,41500,41511,40867
1929-07-06,38347,38377,38393,37927
1929-07-07,34914,34944,34960,34901
1929-07-08,37011,37041,37058,36876
1929-07-09,34679,34709,34731,34001
1929-07-10,31451,31481,31500,31095
1929-07-11,30344,30374,30397,30158
1929-07-12,28082,28112,28137,27921
1929-07-13,26644,26674,26699,26554
1929-07-14,27431,27461,27487,27339
1929-07-15,26202,26232,26259,26038
1929-07-16,24459,24489,24517,24333
1929-07-17,24158,24188,24219,24059
1929-07-18,23399,23429,23461,23320
1929-07-19,22806,22836,22868,22815
1929-07-20,23801,23831,23862,24005
1929-07-21,22648,22678,22714,22651
1929-07-22,23461,23491,23529,23445
1929-07-23,22258,22288,22340,22252
1929-07-24,22490,22520,22572,22476
1929-07-25,21548,21578,21629,21537
1929-07-26,21361,21391,21442,21334
1929-07-27,20960,20990,21045,20897
1929-07-28,22203,22233,22289,22164
1929-07-29,21027,21057,21113,21010
1929-07-30,20578,20608,20666,20600
1929-07-31,18210,18240,18298,18262
1929-08-01,18476,18496,18551,18568
1929-08-02,18632,18652,18706,18890
1929-08-03,18923,18943,18995,19038
1929-08-04,17553,17573,17627,17552
1929-08-05,17621,17641,17696,17655
1929-08-06,18484,18504,18558,18474
1929-08-07,16590,16610,16666,16577
1929-08-08,17531,17551,17607,17593
1929-08-09,15543,15563,15619,15600
1929-08-10,15655,15675,15731,15696
1929-08-11,15173,15193,15248,15270
1929-08-12,15999,16019,16074,16003
1929-08-13,15566,15586,15642,15588
1929-08-14,15098,15118,15173,15197
1929-08-15,14764,14784,14840,14824
1929-08-16,13828,13848,13904,13909
1929-08-17,14415,14435,14490,14519
1929-08-18,13913,13933,13989,13942
1929-08-19,13446,13466,13523,13499
1929-08-20,13828,13848,13905,13903
1929-08-21,13658,13678,13735,13737
1929-08-22,13921,13941,13999,14024
1929-08-23,13167,13187,13244,13240
1929-08-24,13615,13635,13693,13703
1929-08-25,13478,13498,13556,13594
1929-08-26,13530,13550,13606,13708
1929-08-27,14350,14370,14426,14512
1929-08-28,14761,14781,14837,14955
1929-08-29,14268,14288,14343,14346
1929-08-30,14225,14245,14297,14293
1929-08-31,14617,14637,14693,14711
1929-09-01,14299,14309,14340,14401
1929-09-02,14080,14090,14122,14175
1929-09-03,14343,14353,14385,14296
1929-09-04,14364,14374,14407,14383
1929-09-05,14402,14412,14445,14507
1929-09-06,14844,14854,14886,14985
1929-09-07,13867,13877,13909,13944
1929-09-08,13551,13561,13593,13620
1929-09-09,14877,14887,14917,14955
1929-09-10,14202,14212,14241,14298
1929-09-11,16583,16593,16622,16820
1929-09-12,15133,15143,15167,15291
1929-09-13,15768,15778,15808,15801
1929-09-14,16054,16064,16095,16133
1929-09-15,15970,15980,16012,15937
1929-09-16,15288,15298,15330,15263
1929-09-17,15260,15270,15303,15271
1929-09-18,15092,15102,15134,15083
1929-09-19,16423,16433,16465,16452
1929-09-20,14133,14143,14175,14230
1929-09-21,14109,14119,14146,14219
1929-09-22,12455,12465,12490,12623
1929-09-23,12294,12304,12327,12586
1929-09-24,12038,12048,12068,12294
1929-09-25,13778,13788,13809,13976
1929-09-26,12045,12055,12072,12250
1929-09-27,12766,12776,12790,13149
1929-09-28,13917,13927,13933,14177
1929-09-29,13693,13703,13711,13855
1929-09-30,15526,15536,15549,15653
1929-10-01,16665,16665,16632,16548
1929-10-02,18488,18488,18455,18169
1929-10-03,18840,18840,18807,18572
1929-10-04,19710,19710,19677,19530
1929-10-05,16537,16537,16504,16463
1929-10-06,16491,16491,16458,16534
1929-10-07,17364,17364,17331,17384
1929-10-08,17686,17686,17653,17676
1929-10-09,17777,17777,17743,17720
1929-10-10,19496,19496,19461,19482
1929-10-11,21410,21410,21374,21364
1929-10-12,21559,21559,21524,21425
1929-10-13,20949,20949,20915,20853
1929-10-14,17528,17528,17494,17469
1929-10-15,16293,16293,16260,16250
1929-10-16,13444,13444,13411,13487
1929-10-17,12760,12760,12726,12879
1929-10-18,12890,12890,12856,12920
1929-10-19,12383,12383,12348,12407
1929-10-20,14035,14035,14001,14016
1929-10-21,13671,13671,13637,13600
1929-10-22,13850,13850,13816,13803
1929-10-23,15280,15280,15247,15292
1929-10-24,15658,15658,15625,15669
1929-10-25,15910,15910,15877,15869
1929-10-26,16005,16005,15971,15875
1929-10-27,17182,17182,17147,17137
1929-10-28,16081,16081,16006,16371
1929-10-29,17208,17208,17162,17372
1929-10-30,15196,15196,15155,14796
1929-10-31,13540,13540,13503,13507
1929-11-01,20317,20317,20248,20576
1929-11-02,25936,25936,25867,26092
1929-11-03,22926,22926,22857,22622
1929-11-04,22341,22341,22264,22140
1929-11-05,18987,18987,18898,19203
1929-11-06,17806,17806,17737,18420
1929-11-07,17841,17841,17772,18034
1929-11-08,19366,19366,19292,19296
1929-11-09,17142,17142,17070,16803
1929-11-10,18396,18396,18332,18222
1929-11-11,16023,16023,15963,16185
1929-11-12,17767,17767,17708,17838
1929-11-13,17174,17174,17112,16943
1929-11-14,17117,17117,17052,16883
1929-11-15,14461,14461,14397,14308
1929-11-16,16168,16168,16089,16103
1929-11-17,15475,15475,15396,15576
1929-11-18,16933,16933,16871,16955
1929-11-19,17817,17817,17757,17786
1929-11-20,15008,15008,14952,14883
1929-11-21,15976,15976,15921,15627
1929-11-22,15593,15593,15537,15310
1929-11-23,14975,14975,14920,14944
1929-11-24,17151,17151,17091,17275
1929-11-25,18674,18674,18612,18863
1929-11-26,20687,20687,20622,20838
1929-11-27,24272,24272,24206,24263
1929-11-28,27271,27271,27206,27021
1929-11-29,28539,28539,28475,28122
1929-11-30,23747,23747,23684,23480
1929-12-01,23657,23657,23242,23176
1929-12-02,23857,23857,23449,23391
1929-12-03,22282,22282,21897,21587
1929-12-04,19834,19834,19435,19202
1929-12-05,14649,14649,14246,14494
1929-12-06,12648,12648,12241,12662
1929-12-07,17639,17639,17227,17470
1929-12-08,16759,16759,16341,16506
1929-12-09,17205,17205,16721,16877
1929-12-10,15877,15877,15351,15657
1929-12-11,17703,17703,17041,17741
1929-12-12,18588,18588,17838,18364
1929-12-13,21968,21968,21228,21582
1929-12-14,23878,23878,23107,23707
1929-12-15,27195,27195,26286,27338
1929-12-16,32719,32719,31757,32634
1929-12-17,34916,34916,33997,33681
1929-12-18,31366,31366,30563,29406
1929-12-19,29770,29770,28971,28059
1929-12-20,27815,27815,27074,26336
1929-12-21,25788,25788,25051,24514
1929-12-22,24559,24559,23924,23603
1929-12-23,22692,22692,22120,21994
1929-12-24,22165,22165,21586,21579
1929-12-25,19777,19777,19217,19184
1929-12-26,24174,24174,23617,23539
1929-12-27,23955,23955,23395,23299
1929-12-28,23978,23978,23338,23061
1929-12-29,24963,24963,24457,24078
1929-12-30,25455,25455,24949,24595
1929-12-31,22905,22905,22350,22046
1930-01-01,22683,22683,22108,22018
1930-01-02,19469,19469,18923,19264
1930-01-03,19186,19186,18642,18941
1930-01-04,17956,17956,17422,17491
1930-01-05,17734,17734,17187,17356
1930-01-06,16484,16484,15958,16213
1930-01-07,18264,18264,17782,17788
1930-01-08,18067,18067,17685,17375
1930-01-09,16934,16934,16581,16159
1930-01-10,17443,17443,17131,16696
1930-01-11,13926,13926,13641,13413
1930-01-12,14461,14461,14197,14260
1930-01-13,13029,13029,12781,13073
1930-01-14,13505,13505,13256,13385
1930-01-15,12687,12687,12441,12471
1930-01-16,11787,11787,11546,11534
1930-01-17,13224,13224,12980,12720
1930-01-18,9969,9969,9693,9585
1930-01-19,15064,15064,14752,14915
1930-01-20,14693,14693,14361,14159
1930-01-21,17221,17221,16868,16240
1930-01-22,13893,13893,13528,13151
1930-01-23,14810,14810,14446,14594
1930-01-24,12998,12998,12624,12852
1930-01-25,14239,14239,13863,14012
1930-01-26,10899,10899,10522,10846
1930-01-27,12965,12965,12585,13131
1930-01-28,14749,14749,14363,14814
1930-01-29,16590,16590,16198,16523
1930-01-30,13246,13246,12755,13153
1930-01-31,13236,13236,12455,12856
1930-02-01,19964,19964,16140,16506
1930-02-02,21203,21203,18188,18481
1930-02-03,20950,20950,18444,18360
1930-02-04,20395,20395,18390,18483
1930-02-05,21527,21527,19485,19213
1930-02-06,21938,21938,19898,19832
1930-02-07,22912,22912,20835,21238
1930-02-08,23812,23812,21694,21563
1930-02-09,24620,24620,22502,22676
1930-02-10,29066,29066,26961,27437
1930-02-11,32166,32166,29574,29328
1930-02-12,32357,32357,29829,29510
1930-02-13,32269,32269,29845,29575
1930-02-14,31515,31515,29106,29171
1930-02-15,30827,30827,28477,28348
1930-02-16,32247,32247,29633,29705
1930-02-17,33945,33945,30977,31437
1930-02-18,36258,36258,32983,33615
1930-02-19,38293,38293,34404,34868
1930-02-20,41918,41918,36968,37971
1930-02-21,42721,42721,38540,39159
1930-02-22,41994,41994,38427,37572
1930-02-23,39396,39396,36189,35703
1930-02-24,36874,36874,34071,33617
1930-02-25,35966,35966,33492,32812
1930-02-26,34489,34489,32108,31539
1930-02-27,31905,31905,29713,29221
1930-02-28,30655,30655,28550,28299
1930-03-01,25788,25788,23955,24353
1930-03-02,24510,24510,22863,22349
1930-03-03,26015,26015,24509,24305
1930-03-04,23528,23528,21934,21954
1930-03-05,23493,23493,21825,22101
1930-03-06,23420,23420,21655,22353
1930-03-07,23106,23106,21482,21817
1930-03-08,28226,28226,26666,26195
1930-03-09,24076,24076,22559,22187
1930-03-10,25120,25120,23555,23366
1930-03-11,21722,21722,20147,20097
1930-03-12,25621,25621,23953,24215
1930-03-13,25668,25668,24013,24421
1930-03-14,29014,29014,27398,27376
1930-03-15,28096,28096,26487,26385
1930-03-16,29512,29512,27965,27972
1930-03-17,30753,30753,29205,29137
1930-03-18,29167,29167,27599,27601
1930-03-19,28591,28591,27033,27198
1930-03-20,29839,29839,28251,28428
1930-03-21,30362,30362,28719,29255
1930-03-22,37634,37634,34365,36138
1930-03-23,45810,45810,41396,41796
1930-03-24,49671,49671,45815,45655
1930-03-25,53969,53969,48586,50621
1930-03-26,60647,60647,55983,56552
1930-03-27,59683,59683,56155,55590
1930-03-28,53513,53513,50299,49879
1930-03-29,50818,50818,47691,47627
1930-03-30,47957,47957,44872,45016
1930-03-31,50733,50733,47733,47400
1930-04-01,46182,46192,44162,43830
1930-04-02,45816,45826,43884,43720
1930-04-03,48373,48383,46629,46718
1930-04-04,47042,47052,45345,45899
1930-04-05,46669,46679,45023,45774
1930-04-06,50579,50589,49007,49859
1930-04-07,56318,56328,54637,56278
1930-04-08,65523,65533,63770,65146
1930-04-09,69988,69998,68273,68863
1930-04-10,70015,70025,68352,67666
1930-04-11,67619,67629,65990,65684
1930-04-12,67446,67456,65867,66036
1930-04-13,72052,72062,70457,71260
1930-04-14,78605,78615,76959,78189
1930-04-15,83559,83569,81912,81816
1930-04-16,77492,77502,75878,74587
1930-04-17,67387,67397,65876,64551
1930-04-18,61910,61920,60469,59716
1930-04-19,59324,59334,57860,57692
1930-04-20,60631,60641,59138,59524
1930-04-21,63959,63969,62501,62936
1930-04-22,69811,69821,68363,70168
1930-04-23,80519,80529,79075,80731
1930-04-24,88305,88315,86871,88252
1930-04-25,95268,95278,93722,94645
1930-04-26,96461,96471,94866,94592
1930-04-27,93425,93435,91780,91069
1930-04-28,87586,87596,85939,85541
1930-04-29,83246,83256,81610,80836
1930-04-30,78121,78131,76593,75239
1930-05-01,66994,67004,66301,65412
1930-05-02,70127,70137,69477,70215
1930-05-03,78534,78544,77797,79754
1930-05-04,84338,84348,82856,82839
1930-05-05,81436,81446,80409,79912
1930-05-06,77966,77976,77108,76979
1930-05-07,75409,75419,74738,73881
1930-05-08,70526,70536,69909,68866
1930-05-09,62889,62899,62331,61654
1930-05-10,63583,63593,63033,62521
1930-05-11,58113,58123,57595,57139
1930-05-12,58474,58484,57975,57666
1930-05-13,58209,58219,57760,57778
1930-05-14,60423,60433,60013,60633
1930-05-15,64631,64641,64283,65167
1930-05-16,67128,67138,66846,67697
1930-05-17,73290,73300,73025,73540
1930-05-18,72923,72933,72648,73008
1930-05-19,73077,73087,72815,72809
1930-05-20,77103,77113,76804,77330
1930-05-21,82455,82465,82027,83092
1930-05-22,83040,83050,82638,82006
1930-05-23,78539,78549,78165,77190
1930-05-24,74344,74354,73974,73263
1930-05-25,72704,72714,72371,71749
1930-05-26,66604,66614,66308,65935
1930-05-27,66057,66067,65779,66017
1930-05-28,73727,73737,73487,74773
1930-05-29,82684,82694,82450,83384
1930-05-30,90145,90155,89888,91373
1930-05-31,95618,95628,95254,95960
1930-06-01,82251,82271,82011,80772
1930-06-02,75771,75791,75557,74764
1930-06-03,74744,74764,74395,74083
1930-06-04,71517,71537,71210,69973
1930-06-05,65135,65155,64934,64087
1930-06-06,62609,62629,62446,62332
1930-06-07,66421,66441,66283,67014
1930-06-08,72959,72979,72837,73858
1930-06-09,74410,74430,74300,74688
1930-06-10,74774,74794,74677,75054
1930-06-11,76345,76365,76274,76939
1930-06-12,77397,77417,77335,76813
1930-06-13,71665,71685,71610,70264
1930-06-14,65636,65656,65586,64451
1930-06-15,61653,61673,61609,60745
1930-06-16,59598,59618,59558,59084
1930-06-17,57974,57994,57938,57732
1930-06-18,55098,55118,55063,54921
1930-06-19,56219,56239,56187,56382
1930-06-20,56019,56039,55986,55638
1930-06-21,51462,51482,51386,50825
1930-06-22,48517,48537,48435,47844
1930-06-23,45845,45865,45789,45043
1930-06-24,42075,42095,42026,41740
1930-06-25,40736,40756,40687,40532
1930-06-26,37617,37637,37570,37022
1930-06-27,36138,36158,36099,35735
1930-06-28,34979,34999,34942,34660
1930-06-29,34589,34609,34551,34245
1930-06-30,32828,32848,32789,32462
1930-07-01,31418,31448,31462,31306
1930-07-02,31056,31086,31111,31004
1930-07-03,29987,30017,30049,29893
1930-07-04,28292,28322,28356,28073
1930-07-05,27046,27076,27115,26931
1930-07-06,25997,26027,26067,25860
1930-07-07,25673,25703,25747,25455
1930-07-08,23980,24010,24054,23843
1930-07-09,23648,23678,23724,23630
1930-07-10,23121,23151,23194,23221
1930-07-11,24130,24160,24200,24213
1930-07-12,22199,22229,22273,22183
1930-07-13,23694,23724,23692,23705
1930-07-14,21978,22008,22046,21910
1930-07-15,22623,22653,22697,22508
1930-07-16,21454,21484,21529,21417
1930-07-17,20060,20090,20141,20015
1930-07-18,19430,19460,19515,19355
1930-07-19,18600,18630,18685,18623
1930-07-20,19159,19189,19243,19366
1930-07-21,19876,19906,19961,19913
1930-07-22,19086,19116,19170,19085
1930-07-23,18561,18591,18646,18601
1930-07-24,19035,19065,19120,19062
1930-07-25,18108,18138,18194,18155
1930-07-26,18851,18881,18937,18862
1930-07-27,16428,16458,16515,16436
1930-07-28,17002,17032,17091,17045
1930-07-29,16038,16068,16127,16104
1930-07-30,16992,17022,17081,17091
1930-07-31,15335,15365,15425,15463
1930-08-01,17242,17262,17317,17368
1930-08-02,17739,17759,17813,17794
1930-08-03,15878,15898,15953,15934
1930-08-04,16223,16243,16298,16347
1930-08-05,15975,15995,16049,16149
1930-08-06,16873,16893,16947,17015
1930-08-07,16338,16358,16412,16464
1930-08-08,17137,17157,17212,17197
1930-08-09,15070,15090,15145,15133
1930-08-10,15110,15130,15185,15191
1930-08-11,13879,13899,13953,14104
1930-08-12,16374,16394,16449,16589
1930-08-13,16421,16441,16496,16570
1930-08-14,15677,15697,15752,15870
1930-08-15,15916,15936,15991,16259
1930-08-16,15429,15449,15504,15649
1930-08-17,15917,15937,15992,16034
1930-08-18,14704,14724,14779,14795
1930-08-19,15591,15611,15666,15697
1930-08-20,15864,15884,15940,15891
1930-08-21,16287,16307,16362,16244
1930-08-22,16067,16087,16142,16081
1930-08-23,15104,15124,15179,15111
1930-08-24,15520,15540,15595,15529
1930-08-25,14930,14950,15005,14966
1930-08-26,15013,15033,15088,15049
1930-08-27,15623,15643,15699,15629
1930-08-28,15414,15434,15490,15445
1930-08-29,15214,15234,15290,15260
1930-08-30,15060,15080,15135,15137
1930-08-31,15229,15249,15305,15334
1930-09-01,14047,14057,14088,14093
1930-09-02,13750,13760,13790,13800
1930-09-03,13422,13432,13461,13501
1930-09-04,14174,14184,14213,14246
1930-09-05,13963,13973,14002,14031
1930-09-06,14079,14089,14113,14149
1930-09-07,14561,14571,14600,14781
1930-09-08,14511,14521,14544,14610
1930-09-09,14167,14177,14193,14238
1930-09-10,13685,13695,13696,13788
1930-09-11,14230,14240,14239,14513
1930-09-12,16386,16396,16392,16952
1930-09-13,18322,18332,18315,18623
1930-09-14,17392,17402,17398,17051
1930-09-15,17423,17433,17427,17282
1930-09-16,15961,15971,15967,15864
1930-09-17,16391,16401,16397,16327
1930-09-18,16483,16493,16495,16451
1930-09-19,15150,15160,15172,15162
1930-09-20,16213,16223,16228,16241
1930-09-21,14283,14293,14298,14287
1930-09-22,15049,15059,15073,15141
1930-09-23,13934,13944,13954,14073
1930-09-24,15502,15512,15504,15869
1930-09-25,16447,16457,16440,16604
1930-09-26,17493,17503,17505,17442
1930-09-27,15612,15622,15628,15611
1930-09-28,16878,16888,16881,16837
1930-09-29,16772,16782,16768,16749
1930-09-30,16982,16992,16979,16888
1930-10-01,16139,16139,16090,15803
1930-10-02,15938,15938,15901,15975
1930-10-03,15870,15870,15832,15859
1930-10-04,19516,19516,19479,19533
1930-10-05,15009,15009,14972,15086
1930-10-06,17269,17269,17231,17472
1930-10-07,18634,18634,18573,18815
1930-10-08,19727,19727,19652,21637
1930-10-09,27400,27400,27345,27290
1930-10-10,22592,22592,22550,21955
1930-10-11,22388,22388,22349,22050
1930-10-12,20002,20002,19965,19631
1930-10-13,19307,19307,19271,19074
1930-10-14,17618,17618,17570,17484
1930-10-15,18226,18226,18189,18186
1930-10-16,17581,17581,17533,17522
1930-10-17,16475,16475,16426,16354
1930-10-18,16862,16862,16797,16786
1930-10-19,16208,16208,16128,16212
1930-10-20,17885,17885,17816,17831
1930-10-21,17412,17412,17345,17348
1930-10-22,17852,17852,17802,17783
1930-10-23,18037,18037,17988,17920
1930-10-24,17700,17700,17635,17562
1930-10-25,17505,17505,17441,17386
1930-10-26,18127,18127,18029,18081
1930-10-27,20445,20445,20331,20346
1930-10-28,19671,19671,19619,19715
1930-10-29,20581,20581,20542,20388
1930-10-30,19533,19533,19496,19337
1930-10-31,15923,15923,15875,15848
1930-11-01,21350,21350,21280,21336
1930-11-02,18820,18820,18750,19049
1930-11-03,19774,19774,19704,19954
1930-11-04,20800,20800,20731,20571
1930-11-05,19383,19383,19315,19283
1930-11-06,20490,20490,20423,20433
1930-11-07,20638,20638,20572,20493
1930-11-08,22413,22413,22349,22283
1930-11-09,23638,23638,23569,23487
1930-11-10,20717,20717,20647,20565
1930-11-11,21639,21639,21565,21609
1930-11-12,19063,19063,18965,19334
1930-11-13,24334,24334,23760,24998
1930-11-14,25207,25207,24954,24755
1930-11-15,27104,27104,26953,26397
1930-11-16,21777,21777,21443,21212
1930-11-17,20435,20435,20106,20069
1930-11-18,20392,20392,20103,20026
1930-11-19,20823,20823,20640,20424
1930-11-20,18503,18503,18346,18370
1930-11-21,16843,16843,16740,17148
1930-11-22,18977,18977,18890,19032
1930-11-23,16504,16504,16214,16086
1930-11-24,17943,17943,17704,17662
1930-11-25,16326,16326,16088,16088
1930-11-26,15188,15188,14907,14994
1930-11-27,14660,14660,14377,14225
1930-11-28,16213,16213,16090,16013
1930-11-29,16941,16941,16865,17019
1930-11-30,17023,17023,16955,17100
1930-12-01,16222,16222,15743,15406
1930-12-02,14164,14164,13659,13508
1930-12-03,14943,14943,14438,14663
1930-12-04,13934,13934,13455,13719
1930-12-05,17331,17331,16826,16959
1930-12-06,18700,18700,18178,18180
1930-12-07,20299,20299,19820,19748
1930-12-08,14799,14799,14338,14069
1930-12-09,14662,14662,14223,13986
1930-12-10,16609,16609,16148,16051
1930-12-11,14933,14933,14428,14551
1930-12-12,16859,16859,16380,16390
1930-12-13,20538,20538,20015,20038
1930-12-14,20507,20507,19849,20056
1930-12-15,21883,21883,21360,21455
1930-12-16,21347,21347,20733,20702
1930-12-17,20243,20243,19651,19692
1930-12-18,18473,18473,17924,17909
1930-12-19,17827,17827,17234,17202
1930-12-20,17276,17276,16710,16559
1930-12-21,17709,17709,17160,16896
1930-12-22,15730,15730,15207,15088
1930-12-23,16742,16742,16237,16221
1930-12-24,18275,18275,17778,17626
1930-12-25,14188,14188,13718,13556
1930-12-26,19219,19219,18749,18538
1930-12-27,20336,20336,19866,19754
1930-12-28,24905,24905,24434,24372
1930-12-29,19136,19136,18665,18718
1930-12-30,20071,20071,19601,19519
1930-12-31,20610,20610,20157,20051
1931-01-01,14741,14741,14060,14418
1931-01-02,13129,13129,12449,13437
1931-01-03,21614,21614,20804,21322
1931-01-04,19548,19548,18807,18401
1931-01-05,19825,19825,19154,19052
1931-01-06,19042,19042,18370,18173
1931-01-07,18592,18592,17995,17845
1931-01-08,17515,17515,16918,16852
1931-01-09,17610,17610,17031,17020
1931-01-10,19043,19043,18464,18514
1931-01-11,21542,21542,17908,17853
1931-01-12,20580,20580,19552,19410
1931-01-13,19757,19757,18877,18741
1931-01-14,19375,19375,18634,18508
1931-01-15,19108,19108,18391,18306
1931-01-16,17756,17756,16876,16823
1931-01-17,17413,17413,16695,16656
1931-01-18,16152,16152,15434,15420
1931-01-19,20089,20089,19371,19286
1931-01-20,18317,18317,17692,17607
1931-01-21,18226,18226,17619,17547
1931-01-22,17523,17523,16898,16943
1931-01-23,19915,19915,18549,19035
1931-01-24,22155,22155,20655,21599
1931-01-25,22088,22088,21037,20791
1931-01-26,21108,21108,19946,19875
1931-01-27,22721,22721,21545,21403
1931-01-28,22395,22395,21343,21429
1931-01-29,24572,24572,23465,23622
1931-01-30,22284,22284,21233,21137
1931-01-31,21338,21338,20287,20117
1931-02-01,21329,21329,19424,19301
1931-02-02,20833,20833,18945,18803
1931-02-03,19277,19277,17439,17377
1931-02-04,20481,20481,18693,18724
1931-02-05,20220,20220,18438,18488
1931-02-06,20334,20334,18546,18578
1931-02-07,19832,19832,18057,17989
1931-02-08,19878,19878,18120,17994
1931-02-09,19410,19410,17677,17622
1931-02-10,18258,18258,16538,16552
1931-02-11,19835,19835,18116,18208
1931-02-12,19708,19708,18019,17958
1931-02-13,20447,20447,18779,18642
1931-02-14,19346,19346,17672,17599
1931-02-15,18812,18812,17125,17231
1931-02-16,20008,20008,18188,18314
1931-02-17,17705,17705,15935,15957
1931-02-18,20125,20125,18148,18218
1931-02-19,21182,21182,18663,19196
1931-02-20,21624,21624,19117,19623
1931-02-21,24127,24127,21845,21581
1931-02-22,22178,22178,20204,19925
1931-02-23,22197,22197,20269,20152
1931-02-24,22854,22854,20975,20830
1931-02-25,22140,22140,20341,20243
